"X79.999323843054" "X.7.50677650072544e.06" "X.7.62591146060225e.06" "X0.00493042995626432" "X2.53073369982515e.16" "X1.76794496405664e.10" "X6.40057486617906e.11" "X.6.51728515585853e.06" "X.1.80603981908953e.06" "X.1.37402381730563e.06" "X2.04062660857634e.05" "X2.80083676319579e.07" "X4.81270984532678e.08" "X1.17849196343541e.07" "X5.61843752160425e.08" "X.6.06198539524664e.08" "X5.28290469485326e.07" "X1.2829295473321e.05" "X.9.32286826404665e.09" "X2.92224112758275e.08" "X0.000152381388619655" "X.1.83427795502581e.09" "X3.34894210707006e.08" "X0.000128527444082547" "X.3.36768835404646e.14" "X.1.2546166620102e.09" "X2.81029901286768e.05" "X.1.29890392216479e.09" "X.9.09239095112225e.11" "X.1.21231879350129e.10" "X1.61913247804894e.09" "X.5.0184666480408e.10" "X.5.19561568865917e.10" "X.6.25308634374739e.05" "X.3.91168997799956e.11" "X3.90373606759359e.09" "X.8.44775052036111e.10" "X.8.44477687125255e.10" "X.1.5674630499961e.06" "X6.29695266947054e.08" "X.6.30091840287579e.08" "X.4.17657283682594e.13" "X6.76753566549403e.11" "X.6.07526087813322e.09" "X.2.51819362740885e.09" "X2.29053711889679e.09" "X6.27531702132648e.09" "X0" "X0.1" "X.0.00873724374573214"
"1" 79.999323843054 -7.50677650072544e-06 -7.62591146060225e-06 0.00493042995626432 2.53073369982515e-16 1.76794496405664e-10 6.40057486617906e-11 -6.51728515585853e-06 -1.80603981908953e-06 -1.37402381730563e-06 2.04062660857634e-05 2.80083676319579e-07 4.81270984532678e-08 1.17849196343541e-07 5.61843752160425e-08 -6.06198539524664e-08 5.28290469485326e-07 1.2829295473321e-05 -9.32286826404665e-09 2.92224112758275e-08 0.000152381388619655 -1.83427795502581e-09 3.34894210707006e-08 0.000128527444082547 -3.36768835404646e-14 -1.2546166620102e-09 2.81029901286768e-05 -1.29890392216479e-09 -9.09239095112225e-11 -1.21231879350129e-10 1.61913247804894e-09 -5.0184666480408e-10 -5.19561568865917e-10 -6.25308634374739e-05 -3.91168997799956e-11 3.90373606759359e-09 -8.44775052036111e-10 -8.44477687125255e-10 -1.5674630499961e-06 6.29695266947054e-08 -6.30091840287579e-08 -4.17657283682594e-13 6.76753566549403e-11 -6.07526087813322e-09 -2.51819362740885e-09 2.29053711889679e-09 6.27531702132648e-09 0 0 -0.00873724374573214
"2" 49.0969390998998 0.00301270363586476 0.000253600939835774 -2.24900737127638e-05 0.000830621027629918 -2.25078473183856e-09 6.63069792746261e-08 -6.52612420016355e-06 -1.77014370378761e-05 0.63811192609026 -0.295165791315104 -0.122258038760867 -0.0601300071408743 -0.0295280280176363 -0.0419701039840448 1.04442532164106 -0.00254794837241547 -0.000511290947648322 0.00949203686231424 -0.0903145038830897 -0.000398968410915788 0.00490469046861765 -0.0737523908522644 -0.000342865519602644 0.000247464048446574 -0.000121777348356515 2.32615587687109e-05 -0.000653938462765915 -4.68447267453103e-05 -6.24444706334145e-05 8.31505735232087e-07 -4.88446133013609e-05 -0.000264279391128797 -4.84992325991549e-05 0.000345293826812219 0.000406930061004224 0.000207907912997162 0.000209666497076903 -1.56644020071193e-06 -0.0116970611665471 0.00530751794164808 0.000130731739906895 0.00592676935852613 0.000198253393918736 0.000133775038230067 4.9267106858565e-09 8.76725909097077e-09 3.47416487265182e-13 0 -0.228639350092751
"3" 8.0708827131762 0.00036564733331422 0.00220751072076213 -3.48294563620977e-05 -0.000207368320227852 7.60931029075332e-08 0.000204506886984939 -1.11606308232238e-05 -0.0501123534677588 0.000574569710405783 -1.1135310988331e-07 -0.239528094004248 -0.153893548615352 -0.0807159997006694 -0.115540276318452 2.71142360325692e-06 -0.00254316658832062 -0.000511598414530203 0.293239103475358 -0.172078983707339 -0.0348503924545577 0.246771395989595 -0.102946040193753 -0.0201510983440036 0.522961702294074 -0.114043289230885 -0.000924340928783043 -0.122835186042565 -0.00570127362406798 -0.0131919262867457 0.0126201781104915 -0.0478039545128474 -0.0520401923842375 0.00100060790503384 0.0049980345821065 0.0008633372581597 0.24487244970454 0.250355494616204 -6.82829740007388e-07 -0.154131123333447 0.129498861729635 -0.126034140433827 0.142221705938827 0.00519440152274755 0.00325016340633531 4.45791503816301e-08 8.65887335926377e-08 1.84505908453868e-12 0 -1.90085469359575
"4" 3.25285670331489 0.000120139187736289 0.00150972280866544 -5.69989714988417e-05 -0.000404259830635567 5.07175998803267e-07 0.000564882123431756 -4.68429997418751e-05 -0.113269619053243 0.000129898987488516 -1.25477749355037e-09 -0.130449112406597 -0.119673802901327 -0.0701082946366853 -0.0988804780921937 1.33091711370281e-07 -0.00253048274717294 -0.00051074649790054 0.201886906041095 -0.139339085930808 -0.0338994524461132 0.182383040199119 -0.0985047497867823 -0.0215062071564751 0.102814860282944 -0.106332486597108 -0.000950330927034317 -0.110168307093293 -0.00732175067177154 -0.0130172080352096 0.452483395525224 -0.0481227894004806 -0.0506930051395457 0.00101597145794787 0.00613691639833113 0.00061282366468447 0.113306644825124 0.125183710993299 8.28111177090151e-06 -0.0272702836352449 0.0947092242083528 -0.183351656427892 0.096901908108601 0.00778646573984983 0.0112236445718229 3.33712759477203e-07 3.63706650095123e-07 1.51008493797818e-11 0 -1.53936262289995
"5" 1.45574923862074 4.91805882712257e-05 0.00103692018816088 -7.00843502665363e-05 -0.000312081389286824 1.28593369379253e-06 0.000787026237226518 -0.000110309942541219 -0.121560828070355 4.57505999957076e-05 -3.84270928102037e-10 -0.0644310572605714 -0.0892182638938527 -0.0568734657436898 -0.0813931945340431 3.8259480760655e-08 -0.00251786197569798 -0.000509895972035384 0.126027581520302 -0.112394843127593 -0.0326302691987089 0.118581473873209 -0.0889156972941024 -0.0216059606088132 0.0199217666873475 -0.094800394550389 -0.000955491289122599 -0.0964833794962048 -0.00781762065540141 -0.0128447981723933 0.320520118987689 -0.0464383087325657 -0.0482783391760891 0.00102027682429005 0.00669638310742623 0.000407329501052029 0.00225901714599743 0.0142309589113311 2.63425668319342e-05 -0.00914201286921797 0.0607885335471 -0.138768770373833 0.0610514260879955 0.00746531384635361 0.0186038922592867 9.40749406378223e-07 6.76698128792312e-07 5.47802265457184e-11 0 -1.17354687602172
"6" 0.715518834939845 2.84304678671719e-05 0.000738044178556407 -7.61647390611317e-05 -0.000204809319258889 2.24201853646142e-06 0.00085140304044132 -0.000176212658334255 -0.105282565194476 2.01127362356941e-05 -1.58376440190126e-10 -0.0305444383812488 -0.0654711955944497 -0.0448873602557739 -0.066042396012231 1.53049626540862e-08 -0.00250530411069605 -0.000509046856711909 0.075833600762041 -0.0905545279392232 -0.0313353462396175 0.0734157157507778 -0.0788087019128106 -0.0213270123279968 0.00384453969744145 -0.0835341942591056 -0.000956730856480558 -0.0840713046141235 -0.00797888214276407 -0.0126746711824662 0.137763836212571 -0.0443295924751119 -0.0457631981627531 0.00102140157144733 0.00695425923892589 0.000263565248172424 -0.0409403580426182 -0.0317790181165307 4.38715768972877e-05 -0.00440758789745993 0.0362755321719029 -0.0980083784206568 0.0357243573464777 0.00629031991590777 0.0241229924178322 1.80913735522974e-06 9.55197694692632e-07 1.30946163614998e-10 0 -0.943272103467651
"7" 0.368198917956878 2.28628104981926e-05 0.000535753316789044 -7.80195092462017e-05 -0.000125326249067682 3.22472061218004e-06 0.000805436425471397 -0.000228585698709624 -0.0848994470017916 9.79169130282228e-06 -7.46004136999561e-11 -0.0142056295495814 -0.0477139861053383 -0.0349910341987151 -0.0532540194896811 7.10632775522253e-09 -0.00249280886520172 -0.000508199153489446 0.0448735299784155 -0.0729241629193156 -0.0300679606798339 0.0444296081001154 -0.0693436326686772 -0.0209093357192606 0.000740938959949255 -0.0732906940467069 -0.000956752392807222 -0.0731317841177571 -0.00801776542800343 -0.0125067973289585 0.0565531960941149 -0.042151042449373 -0.043312101653511 0.00102131171193782 0.00706313283791736 0.000168458296000982 -0.0501566212624676 -0.0442776949165482 5.69407491421533e-05 -0.00243153111903906 0.019360661986438 -0.0681478957860005 0.0183632074127082 0.00506983740966438 0.0277816744262749 2.86153571553987e-06 1.18388441952975e-06 2.498189179874e-10 0 -0.798861046973173
"8" 0.187317445873944 2.19978593720083e-05 0.000390744405078392 -7.75676454362871e-05 -7.30192419803534e-05 4.13453782530895e-06 0.000690625410773885 -0.000263607842588297 -0.0669708256491162 4.85147023872193e-06 -3.63299995269281e-11 -0.00654329345384946 -0.0346551025098802 -0.0271083542948192 -0.042811312193735 3.43725051938489e-09 -0.00248037593443273 -0.000507352861115999 0.0263012407974295 -0.0587134880714766 -0.0288419445903296 0.0265275838151975 -0.0608070244918026 -0.0204357304260717 0.000143393122324413 -0.064178877196199 -0.00095627252287176 -0.0635694143709249 -0.00800265604977578 -0.0123411468753974 0.0232986891501958 -0.040009452534332 -0.0409653592935053 0.00102066393655776 0.00709442461286014 0.000107008652809331 -0.0473584655533813 -0.0443288060393532 6.59195441315769e-05 -0.00146707540152862 0.0079019727832548 -0.0470734135196082 0.00664399779165178 0.00405086782678368 0.029938253455672 4.02961371710432e-06 1.36703515739072e-06 4.14900038015024e-10 0 -0.705881965324105
"9" 0.0861784176696403 2.24355415294612e-05 0.000283040690539697 -7.59619670241518e-05 -4.04591416876229e-05 4.91038765601195e-06 0.000539257041825524 -0.000282673328938376 -0.0525809887190232 2.21277429464868e-06 -1.64119223787013e-11 -0.00299878085469049 -0.0251255268479054 -0.0209325661353572 -0.0343611245238435 1.54883795935598e-09 -0.00246800501039376 -0.000506507977650787 0.0152957986077472 -0.0472667206322907 -0.0276611768849436 0.0156572372898087 -0.053226831195387 -0.0199404053770053 2.80208772755607e-05 -0.0561447273552645 -0.000955548307395233 -0.0552374985408129 -0.00796057355599489 -0.0121776904067699 0.00977133768631111 -0.0379429013243014 -0.0387331764025254 0.001019727236947 0.00708301365354719 6.77537871357169e-05 -0.0411948603977741 -0.0403789095176433 7.1883279043639e-05 -0.000967406548307877 0.000248466570167628 -0.0323829122010322 -0.00115826561002318 0.00326800073823286 0.0309853417660252 5.26078476987882e-06 1.51387233551362e-06 6.27832136991773e-10 0 -0.644828370679032
"10" 0.0274128080277594 2.30294590076419e-05 0.000201422999274394 -7.38559632130576e-05 -2.10419353536685e-05 5.52088591958454e-06 0.000377812396465546 -0.000288657858019213 -0.0413312639767989 7.15698383193073e-07 -5.23823466498069e-12 -0.00137058454965032 -0.0181990799966652 -0.0161349949815151 -0.0275548544668217 4.98302441280148e-10 -0.00245569578508282 -0.000505664500931123 0.00880951247074095 -0.0380493116682308 -0.0265262802427899 0.00910789874025712 -0.0465466069901822 -0.0194395135606642 5.49949647320053e-06 -0.0490903870226795 -0.000954692580615744 -0.0479884775269344 -0.00790404413497645 -0.0120163988777094 0.00420365520253296 -0.0359656049346267 -0.0366162173759386 0.00101862989524372 0.00704730471141497 4.28251338373665e-05 -0.0346515196450837 -0.0354497803773571 7.57071246930042e-05 -0.000641929393352396 -0.00478118697021522 -0.0222603037952093 -0.00626486048033451 0.00268772395589597 0.0312524052610919 6.51718069413434e-06 1.63335242093518e-06 8.89008546352409e-10 0 -0.604447791985044
